,DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA ,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON,ZIP_CODE
1712681,181324646,12/18/2018 12:00:00 AM,12/18/2018 12:00:00 AM,1946,13,Newton,1362,1,110,CRIMINAL HOMICIDE,1402 0411 1419 0906,34,M,B,102.0,SIDEWALK,207.0,OTHER KNIFE,IC,Invest Cont,110.0,998.0,,,500    PARK FRONT                   WK,,33.9984,-118.2674,90011
1713626,181424360,11/17/2018 12:00:00 AM,11/17/2018 12:00:00 AM,904,14,Pacific,1488,1,110,CRIMINAL HOMICIDE,2000 0430,27,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",102.0,HAND GUN,JA,Juv Arrest,110.0,,,,8600    BELFORD                      AV,,33.9599,-118.3839,90045
1715249,180500503,01/01/2018 12:00:00 AM,01/01/2018 12:00:00 AM,35,5,Harbor,504,1,110,CRIMINAL HOMICIDE,0430 1100 0906 1309 1407 0309,17,M,W,102.0,SIDEWALK,109.0,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,110.0,,,,1500    205TH                        ST,,33.8448,-118.304,90501
1715780,180606439,02/12/2018 12:00:00 AM,02/12/2018 12:00:00 AM,1415,6,Hollywood,628,1,110,CRIMINAL HOMICIDE,1416 0430 1402 1407 1419,37,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",106.0,UNKNOWN FIREARM,AA,Adult Arrest,110.0,998.0,,,2000 N  ARGYLE                       AV,,34.1068,-118.3252,90028
1715974,180315070,06/19/2018 12:00:00 AM,06/11/2018 12:00:00 AM,1320,3,Southwest,375,1,110,CRIMINAL HOMICIDE,1202 0416 0445 2004 1218,61,F,B,109.0,PARK/PLAYGROUND,306.0,ROCK/THROWN OBJECT,IC,Invest Cont,110.0,,,,3900 S  WESTERN                      AV,,34.0146,-118.31299999999999,90062
1715996,181010019,05/13/2018 12:00:00 AM,05/13/2018 12:00:00 AM,420,10,West Valley,1045,1,110,CRIMINAL HOMICIDE,1100 0430 1402 1407,28,M,H,101.0,STREET,102.0,HAND GUN,IC,Invest Cont,110.0,998.0,,,17800    MIRANDA                      ST,,34.1746,-118.5198,91316
1716405,181820759,10/17/2018 12:00:00 AM,10/17/2018 12:00:00 AM,1345,18,Southeast,1863,1,110,CRIMINAL HOMICIDE,2000 0334 1100 0430,26,F,B,102.0,SIDEWALK,101.0,REVOLVER,AA,Adult Arrest,110.0,,,,11600    AVALON                       BL,,33.9292,-118.2652,90061
1716653,181226620,11/06/2018 12:00:00 AM,11/06/2018 12:00:00 AM,50,12,77th Street,1251,1,110,CRIMINAL HOMICIDE,1822 0305 0416 0445 0429 2047,52,M,B,301.0,GAS STATION,500.0,UNKNOWN WEAPON/OTHER WEAPON,AA,Adult Arrest,110.0,,,,7100    CRENSHAW                     BL,,33.9757,-118.3309,90305
1717746,181911947,05/31/2018 12:00:00 AM,05/31/2018 12:00:00 AM,1000,19,Mission,1931,1,110,CRIMINAL HOMICIDE,1218 0430 0395 1820 2002 2001 1206,57,M,H,701.0,HOSPITAL,106.0,UNKNOWN FIREARM,AA,Adult Arrest,110.0,,,,15000    RINALDI                      ST,,34.283,-118.4635,91345
1719142,181209492,03/16/2018 12:00:00 AM,03/16/2018 12:00:00 AM,2035,12,77th Street,1268,1,110,CRIMINAL HOMICIDE,1309 1100 0305 0302 0430 1402 1313 0906 2000,20,F,H,102.0,SIDEWALK,102.0,HAND GUN,AA,Adult Arrest,110.0,,,,83RD                         ST,BROADWAY,33.9642,-118.2783,90003
1719270,181323757,12/02/2018 12:00:00 AM,12/02/2018 12:00:00 AM,1050,13,Newton,1347,1,110,CRIMINAL HOMICIDE,0407 0406 1416 1402 1415 1257 0913 0552,4,F,B,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,110.0,998.0,,,1500 E  42ND                         ST,,34.0068,-118.2474,90011
1721865,181800575,06/03/2018 12:00:00 AM,06/03/2018 12:00:00 AM,1215,18,Southeast,1823,1,110,CRIMINAL HOMICIDE,1100 0430 1402 1407 0906 1218,31,M,B,101.0,STREET,109.0,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,110.0,,,,95TH                         ST,WALL                         ST,33.9502,-118.2717,90003
1722305,181226138,10/31/2018 12:00:00 AM,10/31/2018 12:00:00 AM,2323,12,77th Street,1203,1,110,CRIMINAL HOMICIDE,0100 0411 1402 0216,57,M,B,102.0,SIDEWALK,207.0,OTHER KNIFE,AA,Adult Arrest,110.0,,,,2000 W  VERNON                       AV,,34.0037,-118.3158,90062
1722344,181228837,12/09/2018 12:00:00 AM,12/09/2018 12:00:00 AM,1343,12,77th Street,1241,1,110,CRIMINAL HOMICIDE,0395 1100 1402 2000 1813 0430,58,F,H,119.0,"PORCH, RESIDENTIAL",109.0,SEMI-AUTOMATIC PISTOL,AO,Adult Other,110.0,998.0,,,6500 S  VICTORIA                     AV,,33.9806,-118.3323,90043
1722902,180212384,05/23/2018 12:00:00 AM,05/23/2018 12:00:00 AM,830,2,Rampart,245,1,110,CRIMINAL HOMICIDE,0416 0444 0429 2034,58,M,H,108.0,PARKING LOT,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,110.0,,,,2100 W  6TH                          ST,,34.0596,-118.2749,90057
1723588,180304313,01/06/2018 12:00:00 AM,01/06/2018 12:00:00 AM,405,3,Southwest,393,1,110,CRIMINAL HOMICIDE,1100 0430 0906,45,M,B,109.0,PARK/PLAYGROUND,102.0,HAND GUN,IC,Invest Cont,110.0,,,,4300    LEIMERT                      BL,,34.006,-118.329,90062
1723629,180416540,10/27/2018 12:00:00 AM,10/27/2018 12:00:00 AM,200,4,Hollenbeck,412,1,110,CRIMINAL HOMICIDE,0906 1100 0302 1309 0371 0430 1402 1218,27,M,H,152.0,UNDERPASS/BRIDGE*,102.0,HAND GUN,AA,Adult Arrest,110.0,998.0,,,400 W  AVENUE 26,,34.0819,-118.2203,90031
1723842,180610387,03/25/2018 12:00:00 AM,02/23/2018 12:00:00 AM,1300,6,Hollywood,636,1,110,CRIMINAL HOMICIDE,1601 2000,25,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",302.0,BLUNT INSTRUMENT,AO,Adult Other,110.0,,,,1700    WILCOX                       AV,,34.1016,-118.331,90028
1724546,181100818,10/06/2018 12:00:00 AM,10/06/2018 12:00:00 AM,2240,11,Northeast,1123,1,110,CRIMINAL HOMICIDE,1100 0430 0906 1402 1407,26,M,H,108.0,PARKING LOT,109.0,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,110.0,998.0,,,3000    LOS FELIZ                    BL,,34.1255,-118.2648,91204
1724921,181811844,05/19/2018 12:00:00 AM,05/19/2018 12:00:00 AM,430,18,Southeast,1823,1,110,CRIMINAL HOMICIDE,0430 1100 0906,53,M,H,101.0,STREET,102.0,HAND GUN,IC,Invest Cont,110.0,,,,300 E  93RD                         ST,,33.952,-118.2695,90003
1726387,181226133,10/31/2018 12:00:00 AM,10/31/2018 12:00:00 AM,2322,12,77th Street,1253,1,110,CRIMINAL HOMICIDE,1100 0430 0100 1270 0906,22,M,B,101.0,STREET,106.0,UNKNOWN FIREARM,IC,Invest Cont,110.0,,,,CIMARRON                     AV,FLORENCE                     AV,33.9746,-118.3155,90305
1726511,180127686,11/06/2018 12:00:00 AM,11/06/2018 12:00:00 AM,2027,1,Central,182,1,110,CRIMINAL HOMICIDE,1218 2004 0411 2047,58,M,H,101.0,STREET,500.0,UNKNOWN WEAPON/OTHER WEAPON,AA,Adult Arrest,110.0,,,,9TH                          ST,GRAND                        AV,34.0444,-118.2593,90017
1727125,180323873,10/23/2018 12:00:00 AM,10/23/2018 12:00:00 AM,2035,3,Southwest,363,1,110,CRIMINAL HOMICIDE,0906 1100 0430 0342 1402,38,M,B,101.0,STREET,102.0,HAND GUN,IC,Invest Cont,110.0,,,,PALMYRA                      RD,BUCKINGHAM                   RD,34.0155,-118.3448,90008
1729200,181313090,06/03/2018 12:00:00 AM,06/03/2018 12:00:00 AM,1925,13,Newton,1362,1,110,CRIMINAL HOMICIDE,0906 1402 0430 0302 0334 1100,48,M,B,109.0,PARK/PLAYGROUND,102.0,HAND GUN,AA,Adult Arrest,110.0,998.0,,,300 E  51ST                         ST,,33.9966,-118.2701,90011
1729365,180417024,11/07/2018 12:00:00 AM,11/07/2018 12:00:00 AM,554,4,Hollenbeck,445,1,110,CRIMINAL HOMICIDE,1402 0430 1100,58,M,H,110.0,FREEWAY,106.0,UNKNOWN FIREARM,IC,Invest Cont,110.0,998.0,,,SOTO                         ST,SAN BERNARDI                 FY,34.0553,-118.2079,90033
1729549,180409760,05/13/2018 12:00:00 AM,05/13/2018 12:00:00 AM,1720,4,Hollenbeck,409,1,110,CRIMINAL HOMICIDE,1100 0906 1402 0430 0305 1218 0213,46,M,H,101.0,STREET,102.0,HAND GUN,IC,Invest Cont,110.0,998.0,,,5300 E  HUNTINGTON                   DR,,34.0909,-118.1652,90032
1729715,181223368,09/23/2018 12:00:00 AM,09/23/2018 12:00:00 AM,1635,12,77th Street,1267,1,110,CRIMINAL HOMICIDE,1202 1100 0395 0430 0906,63,F,B,101.0,STREET,106.0,UNKNOWN FIREARM,AA,Adult Arrest,110.0,,,,900 W  82ND                         ST,,33.9643,-118.2893,90044
1730425,180500969,06/11/2018 12:00:00 AM,06/11/2018 12:00:00 AM,635,5,Harbor,557,1,110,CRIMINAL HOMICIDE,0430 0432 1100 1407 0906,38,M,H,103.0,ALLEY,102.0,HAND GUN,AA,Adult Arrest,110.0,998.0,,,600 W  5TH                          ST,,33.7397,-118.2901,90731
1730521,181005274,01/29/2018 12:00:00 AM,01/28/2018 12:00:00 AM,1200,10,West Valley,1001,1,110,CRIMINAL HOMICIDE,0416 1814 1409 1402 2000,33,F,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,110.0,,,,19000    KESWICK                      ST,,34.2102,-118.54700000000001,91335
1732561,180513289,07/15/2018 12:00:00 AM,07/15/2018 12:00:00 AM,2250,5,Harbor,507,1,110,CRIMINAL HOMICIDE,1300 1309 1100 0430 0309 0906 1402 1407,43,M,H,102.0,SIDEWALK,109.0,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,110.0,998.0,,,1500 W  224TH                        ST,,33.8234,-118.3038,90501
1732995,181230232,12/31/2018 12:00:00 AM,12/31/2018 12:00:00 AM,203,12,77th Street,1245,1,110,CRIMINAL HOMICIDE,1100 0430 0913,41,M,B,104.0,DRIVEWAY,102.0,HAND GUN,AA,Adult Arrest,110.0,,,,7100    KANSAS                       AV,,33.9754,-118.2937,90037
1733910,180123966,09/16/2018 12:00:00 AM,09/16/2018 12:00:00 AM,430,1,Central,152,1,110,CRIMINAL HOMICIDE,0400 0416 1218 2004 0344,24,M,B,102.0,SIDEWALK,304.0,CLUB/BAT,AA,Adult Arrest,110.0,,,,700    WILSHIRE                     BL,,34.0487,-118.2571,90017
1734000,181201162,10/13/2018 12:00:00 AM,10/13/2018 12:00:00 AM,2254,12,77th Street,1245,1,110,CRIMINAL HOMICIDE,0430 0906 1270,23,M,B,102.0,SIDEWALK,109.0,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,110.0,,,,6200 S  VERMONT                      AV,,33.9751,-118.2918,90003
1734156,181822645,11/18/2018 12:00:00 AM,11/18/2018 12:00:00 AM,535,18,Southeast,1826,1,110,CRIMINAL HOMICIDE,0430 0906 2000 0395,32,F,B,501.0,SINGLE FAMILY DWELLING,109.0,SEMI-AUTOMATIC PISTOL,AO,Adult Other,110.0,,,,9500    DEFIANCE                     AV,,33.9507,-118.2453,90002
1734231,180322203,09/30/2018 12:00:00 AM,09/30/2018 12:00:00 AM,700,3,Southwest,311,1,110,CRIMINAL HOMICIDE,1100 0430 0906,27,M,H,102.0,SIDEWALK,106.0,UNKNOWN FIREARM,IC,Invest Cont,110.0,,,,5300    WESTHAVEN                    ST,,34.0306,-118.3592,90016
1734430,180606975,02/21/2018 12:00:00 AM,02/21/2018 12:00:00 AM,1230,6,Hollywood,645,1,110,CRIMINAL HOMICIDE,0429 0416 1202 1820 1402 1409 2004,89,F,W,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,110.0,998.0,,,7000    HAWTHORN                     AV,,34.1004,-118.3414,90028
1736482,180316786,07/15/2018 12:00:00 AM,07/15/2018 12:00:00 AM,113,3,Southwest,396,1,110,CRIMINAL HOMICIDE,1100 0430 1402 0906,24,M,H,101.0,STREET,106.0,UNKNOWN FIREARM,AA,Adult Arrest,110.0,,,,4100    MENLO                        AV,,34.0092,-118.29,90037
1736646,182020386,11/12/2018 12:00:00 AM,11/12/2018 12:00:00 AM,420,20,Olympic,2022,1,110,CRIMINAL HOMICIDE,0430 1100 0302 0342 0216 1272 1266 1402,36,M,H,203.0,OTHER BUSINESS,102.0,HAND GUN,AA,Adult Arrest,110.0,220.0,998.0,,400 S  WESTERN                      AV,,34.0655,-118.3114,90020
1736682,181615491,10/21/2018 12:00:00 AM,10/21/2018 12:00:00 AM,1300,16,Foothill,1653,1,110,CRIMINAL HOMICIDE,1100 0430 1402,31,M,H,101.0,STREET,102.0,HAND GUN,AA,Adult Arrest,110.0,998.0,,,12500    BRANFORD                     ST,,34.2503,-118.4112,91331
1736995,181212002,04/21/2018 12:00:00 AM,04/21/2018 12:00:00 AM,350,12,77th Street,1249,1,110,CRIMINAL HOMICIDE,1100 0430 1218 0906,21,F,H,408.0,AUTO SUPPLY STORE*,102.0,HAND GUN,IC,Invest Cont,110.0,,,,6200 S  FIGUEROA                     ST,,33.9833,-118.2827,90037
1737007,180130846,12/21/2018 12:00:00 AM,12/20/2018 12:00:00 AM,2028,1,Central,163,1,110,CRIMINAL HOMICIDE,0444 0429,89,M,H,403.0,DRUG STORE,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,110.0,,,,200 W  7TH                          ST,,34.0445,-118.2523,90014
1738111,181822644,11/18/2018 12:00:00 AM,11/18/2018 12:00:00 AM,535,18,Southeast,1826,1,110,CRIMINAL HOMICIDE,0430 0906 2004 0395 1100,55,M,B,501.0,SINGLE FAMILY DWELLING,109.0,SEMI-AUTOMATIC PISTOL,AO,Adult Other,110.0,,,,9500    DEFIANCE                     AV,,33.9507,-118.2453,90002
1738871,181813378,06/13/2018 12:00:00 AM,06/13/2018 12:00:00 AM,1235,18,Southeast,1823,1,110,CRIMINAL HOMICIDE,1309 1100 0430 1402,26,M,H,104.0,DRIVEWAY,102.0,HAND GUN,AA,Adult Arrest,110.0,998.0,,,400 E  102ND                        ST,,33.9438,-118.2673,90002
1740149,180326601,12/01/2018 12:00:00 AM,12/01/2018 12:00:00 AM,1750,3,Southwest,391,1,110,CRIMINAL HOMICIDE,0906 0371 0344 0430 1402 1100 0342 1309,23,M,B,109.0,PARK/PLAYGROUND,102.0,HAND GUN,AA,Adult Arrest,110.0,,,,4000 S  LA BREA                      AV,,34.0123,-118.3556,90008
1740173,180112635,04/28/2018 12:00:00 AM,04/28/2018 12:00:00 AM,713,1,Central,156,1,110,CRIMINAL HOMICIDE,0430 1100,27,M,B,102.0,SIDEWALK,102.0,HAND GUN,AA,Adult Arrest,110.0,,,,500    SAN JULIAN                   ST,,34.0446,-118.245,90014
1740264,180217400,08/18/2018 12:00:00 AM,08/18/2018 12:00:00 AM,1434,2,Rampart,249,1,110,CRIMINAL HOMICIDE,1100 0430 1402 1822,41,M,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",106.0,UNKNOWN FIREARM,IC,Invest Cont,110.0,998.0,,,1000    WILSHIRE                     BL,,34.0514,-118.2613,90017
1740417,180511986,06/14/2018 12:00:00 AM,06/14/2018 12:00:00 AM,925,5,Harbor,558,1,110,CRIMINAL HOMICIDE,0906 1816 1419 1300 1100 1402 1407 1409 0430,52,M,H,108.0,PARKING LOT,107.0,OTHER FIREARM,AA,Adult Arrest,110.0,998.0,,,200 N  PACIFIC                      AV,,33.7442,-118.2879,90731
1743326,180206209,02/10/2018 12:00:00 AM,02/10/2018 12:00:00 AM,1600,2,Rampart,251,1,110,CRIMINAL HOMICIDE,0906 1419 0417 1100 0430 0907 1407,40,M,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",103.0,RIFLE,AA,Adult Arrest,110.0,998.0,,,500 S  RAMPART                      BL,,34.0636,-118.2805,90057
1744437,180104368,01/06/2018 12:00:00 AM,01/06/2018 12:00:00 AM,1204,1,Central,153,1,110,CRIMINAL HOMICIDE,0408 1402,40,M,B,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,110.0,998.0,,,200 W  6TH                          ST,,34.046,-118.2509,90014
1745162,180224765,12/18/2018 12:00:00 AM,12/18/2018 12:00:00 AM,929,2,Rampart,236,1,110,CRIMINAL HOMICIDE,1914 1100 0395 2000 1814 0430 1402 1407,29,F,H,707.0,GARAGE/CARPORT,109.0,SEMI-AUTOMATIC PISTOL,AO,Adult Other,110.0,998.0,,,200 N  BONNIE BRAE                  ST,,34.067,-118.2671,90057
1745171,180922713,12/26/2018 12:00:00 AM,12/26/2018 12:00:00 AM,400,9,Van Nuys,946,1,110,CRIMINAL HOMICIDE,0430 1100,39,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",107.0,OTHER FIREARM,AA,Adult Arrest,110.0,,,,13800    OXNARD                       ST,,34.1794,-118.4334,91401
1745473,180308676,03/11/2018 12:00:00 AM,03/11/2018 12:00:00 AM,2020,3,Southwest,314,1,110,CRIMINAL HOMICIDE,1402 1407 1100 0430 1309 0906,20,M,H,102.0,SIDEWALK,109.0,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,110.0,,,,2300    4TH                          AV,,34.0357,-118.3213,90018
1745585,181201161,10/03/2018 12:00:00 AM,10/03/2018 12:00:00 AM,1724,12,77th Street,1245,1,110,CRIMINAL HOMICIDE,1402 1407 1100 0906 1270 0430,19,M,B,102.0,SIDEWALK,109.0,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,110.0,998.0,,,6200 S  VERMONT                      AV,,33.9751,-118.2918,90003
1745989,180114205,05/21/2018 12:00:00 AM,05/21/2018 12:00:00 AM,745,1,Central,111,1,110,CRIMINAL HOMICIDE,0411 1218 0906,41,M,H,102.0,SIDEWALK,223.0,UNKNOWN TYPE CUTTING INSTRUMENT,IC,Invest Cont,110.0,,,,500 N  BUNKER HILL                  AV,,34.0606,-118.2455,90012
1746223,181012785,07/09/2018 12:00:00 AM,07/09/2018 12:00:00 AM,1815,10,West Valley,1008,1,110,CRIMINAL HOMICIDE,1813 0430 1100 2000,59,F,O,501.0,SINGLE FAMILY DWELLING,115.0,ASSAULT WEAPON/UZI/AK47/ETC,AO,Adult Other,110.0,,,,16800    COVELLO                      ST,,34.2075,-118.499,91406
1747472,180500700,03/18/2018 12:00:00 AM,03/18/2018 12:00:00 AM,1420,5,Harbor,522,1,110,CRIMINAL HOMICIDE,1402 1407 1300 1309 0906 1270 1100 0216 0430,18,M,H,102.0,SIDEWALK,102.0,HAND GUN,AA,Adult Arrest,110.0,998.0,,,800    BAYVIEW                      AV,,33.7796,-118.2699,90744
1747915,180518545,11/14/2018 12:00:00 AM,11/14/2018 12:00:00 AM,1500,5,Harbor,569,1,110,CRIMINAL HOMICIDE,1258 1310 0552,11,M,O,116.0,OTHER/OUTSIDE,307.0,VEHICLE,AA,Adult Arrest,110.0,,,,1200    SAMPSON                      WY,,33.7329,-118.2792,90731
1748036,181209528,03/17/2018 12:00:00 AM,03/17/2018 12:00:00 AM,1330,12,77th Street,1243,1,110,CRIMINAL HOMICIDE,1100 0430 0334,37,F,B,501.0,SINGLE FAMILY DWELLING,106.0,UNKNOWN FIREARM,AA,Adult Arrest,110.0,,,,2000 W  FLORENCE                     AV,,33.979,-118.3112,90062
1750012,180413071,08/01/2018 12:00:00 AM,08/01/2018 12:00:00 AM,445,4,Hollenbeck,408,1,110,CRIMINAL HOMICIDE,1402 1100 0906 0302 0342 0430,52,M,H,101.0,STREET,102.0,HAND GUN,IC,Invest Cont,110.0,998.0,,,5000    HUNTINGTON DR,,34.0887,-118.1785,90032
1750548,180313385,05/22/2018 12:00:00 AM,05/21/2018 12:00:00 AM,1300,3,Southwest,373,1,110,CRIMINAL HOMICIDE,1202 0400 0430 1402,79,F,B,501.0,SINGLE FAMILY DWELLING,102.0,HAND GUN,AA,Adult Arrest,110.0,,,,3900 S  BRONSON                      AV,,34.0146,-118.3338,90008
1751369,181318544,09/03/2018 12:00:00 AM,09/03/2018 12:00:00 AM,1415,13,Newton,1364,1,110,CRIMINAL HOMICIDE,1100 0430 0906 1407,41,M,B,102.0,SIDEWALK,102.0,HAND GUN,AA,Adult Arrest,110.0,998.0,,,5000 S  CENTRAL                      AV,,33.9978,-118.2565,90011
1756545,181918213,09/28/2018 12:00:00 AM,09/28/2018 12:00:00 AM,2015,19,Mission,1924,1,110,CRIMINAL HOMICIDE,0430 1100 0906,39,M,H,505.0,MOTEL,109.0,SEMI-AUTOMATIC PISTOL,AA,Adult Arrest,110.0,,,,12200    SAN FERNANDO                 RD,,34.2918,-118.4506,91340
1759340,181321541,10/24/2018 12:00:00 AM,10/24/2018 12:00:00 AM,715,13,Newton,1363,1,110,CRIMINAL HOMICIDE,1402 0430 1100 1310,37,M,H,108.0,PARKING LOT,104.0,SHOTGUN,AA,Adult Arrest,110.0,998.0,,,600 E  48TH                         ST,,33.9997,-118.2652,90011
1759472,180407659,03/23/2018 12:00:00 AM,03/23/2018 12:00:00 AM,1425,4,Hollenbeck,422,1,110,CRIMINAL HOMICIDE,1100 0906 0302 1309 0430 0309 1407 1402,19,M,H,101.0,STREET,102.0,HAND GUN,IC,Invest Cont,110.0,998.0,,,3000    MANITOU                      AV,,34.0719,-118.2103,90031
1761809,180813588,07/21/2018 12:00:00 AM,07/21/2018 12:00:00 AM,1330,8,West LA,823,1,110,CRIMINAL HOMICIDE,1407 1410 0430 1100 0411 1270 0906 1816 1809 0371,24,M,H,109.0,PARK/PLAYGROUND,102.0,HAND GUN,AA,Adult Arrest,110.0,998.0,,,500    TEMESCAL CANYON              RD,,34.0419,-118.5327,90402
1762683,180501294,10/25/2018 12:00:00 AM,10/25/2018 12:00:00 AM,1804,5,Harbor,532,1,110,CRIMINAL HOMICIDE,1409 0216 0312 0430 0906 1100 1309 1402 1407,18,M,B,101.0,STREET,102.0,HAND GUN,AA,Adult Arrest,110.0,,,,M                            ST,RONAN                        AV,33.7886,-118.2728,90744
1763302,180404926,01/21/2018 12:00:00 AM,01/21/2018 12:00:00 AM,200,4,Hollenbeck,403,1,110,CRIMINAL HOMICIDE,1218 0342 0302 1100 0371 0906 0430 1402 1407,31,M,H,710.0,OTHER PREMISE,102.0,HAND GUN,AA,Adult Arrest,110.0,998.0,,,VIA MARISOL,AVENUE 52,34.1002,-118.1967,90042
1763334,181318539,09/03/2018 12:00:00 AM,09/03/2018 12:00:00 AM,727,13,Newton,1373,1,110,CRIMINAL HOMICIDE,1309 0344 0416 0429 0420 0370,56,M,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,110.0,,,,MCKINLEY                     AV,56TH                         ST,33.9916,-118.2608,90011
1764851,180408473,04/13/2018 12:00:00 AM,04/13/2018 12:00:00 AM,1630,4,Hollenbeck,449,1,110,CRIMINAL HOMICIDE,1100 0430 1407 0906,42,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",102.0,HAND GUN,IC,Invest Cont,110.0,998.0,,,1000    DUNDAS                       ST,,34.0497,-118.1961,90063
1764916,181813630,06/18/2018 12:00:00 AM,06/18/2018 12:00:00 AM,36,18,Southeast,1801,1,110,CRIMINAL HOMICIDE,1402 1409 0906,46,M,B,109.0,PARK/PLAYGROUND,207.0,OTHER KNIFE,AA,Adult Arrest,110.0,,,,8800 S  HOOVER                       ST,,33.958,-118.2869,90044
1765107,180712962,07/03/2018 12:00:00 AM,07/03/2018 12:00:00 AM,534,7,Wilshire,773,1,110,CRIMINAL HOMICIDE,0302 1100 0430 0342 0202 0206 0337 0344 1402 0216,52,M,O,301.0,GAS STATION,101.0,REVOLVER,AA,Adult Arrest,110.0,998.0,,,5400    VENICE                       BL,,34.0442,-118.3574,90016
1769244,180110975,04/06/2018 12:00:00 AM,04/06/2018 12:00:00 AM,1650,1,Central,156,1,110,CRIMINAL HOMICIDE,0416 1402 1409,61,M,X,102.0,SIDEWALK,304.0,CLUB/BAT,AA,Adult Arrest,110.0,998.0,,,500 S  SAN PEDRO,,34.0437,-118.2455,90014
1769650,182015301,08/07/2018 12:00:00 AM,08/07/2018 12:00:00 AM,1,20,Olympic,2031,1,110,CRIMINAL HOMICIDE,0416 2000 1821 1241 1402,68,M,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",302.0,BLUNT INSTRUMENT,AA,Adult Arrest,110.0,998.0,,,700 S  SAINT ANDREWS                PL,,34.0597,-118.3112,90005
1771718,181609708,05/24/2018 12:00:00 AM,05/18/2018 12:00:00 AM,2030,16,Foothill,1617,1,110,CRIMINAL HOMICIDE,0400 0416,58,F,W,104.0,DRIVEWAY,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,110.0,906.0,,,10500    FLORALITA                    AV,,34.2597,-118.3179,91040
1773065,180907667,03/10/2018 12:00:00 AM,03/10/2018 12:00:00 AM,2050,9,Van Nuys,919,1,110,CRIMINAL HOMICIDE,1402 1100 0430 0302 0216,57,M,W,121.0,YARD (RESIDENTIAL/BUSINESS),109.0,SEMI-AUTOMATIC PISTOL,AA,Adult Arrest,110.0,998.0,,,6700    GREENBUSH                    AV,,34.1922,-118.4257,91401
1774243,181320465,10/05/2018 12:00:00 AM,10/05/2018 12:00:00 AM,1930,13,Newton,1345,1,110,CRIMINAL HOMICIDE,0946 0302 1310 0430 0906,30,M,H,101.0,STREET,102.0,HAND GUN,AA,Adult Arrest,110.0,,,,41ST                         PL,CENTRAL                      AV,34.0084,-118.2565,90011
1774769,181200816,05/20/2018 12:00:00 AM,05/20/2018 12:00:00 AM,416,12,77th Street,1263,1,110,CRIMINAL HOMICIDE,1309 0309 0906 0302 0430,39,M,B,247.0,CAR WASH,106.0,UNKNOWN FIREARM,IC,Invest Cont,110.0,,,,MANCHESTER                   AV,CIMARRON                     ST,33.96,-118.3161,90047
1775334,180720832,12/07/2018 12:00:00 AM,12/07/2018 12:00:00 AM,348,7,Wilshire,775,1,110,CRIMINAL HOMICIDE,1401 1407 1402 0430 1100 0906,38,M,B,108.0,PARKING LOT,102.0,HAND GUN,IC,Invest Cont,110.0,998.0,,,4700    SAINT ELMO                   DR,,34.0429,-118.3403,90019
1775591,181208473,03/02/2018 12:00:00 AM,03/02/2018 12:00:00 AM,335,12,77th Street,1266,1,110,CRIMINAL HOMICIDE,0416 0445 0449 1202 1701 0906 2004,90,M,B,102.0,SIDEWALK,302.0,BLUNT INSTRUMENT,AA,Adult Arrest,110.0,,,,8000 S  VERMONT                      AV,,33.9667,-118.2914,90044
